location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2161292,"Số 46, phố Lưu Quang Vũ",pm25,35.39,µg/m³,2025-04-01 06:00:00+00:00,2025-04-01 13:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,30.37,µg/m³,2025-04-01 07:00:00+00:00,2025-04-01 14:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,29.77,µg/m³,2025-04-01 08:00:00+00:00,2025-04-01 15:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,33.06,µg/m³,2025-04-01 09:00:00+00:00,2025-04-01 16:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,30.32,µg/m³,2025-04-01 10:00:00+00:00,2025-04-01 17:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,33.19,µg/m³,2025-04-01 11:00:00+00:00,2025-04-01 18:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,32.04,µg/m³,2025-04-01 12:00:00+00:00,2025-04-01 19:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,33.79,µg/m³,2025-04-01 13:00:00+00:00,2025-04-01 20:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,31.04,µg/m³,2025-04-01 14:00:00+00:00,2025-04-01 21:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,32.32,µg/m³,2025-04-01 15:00:00+00:00,2025-04-01 22:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,42.35,µg/m³,2025-04-01 16:00:00+00:00,2025-04-01 23:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,56.76,µg/m³,2025-04-01 17:00:00+00:00,2025-04-02 00:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,53.99,µg/m³,2025-04-01 18:00:00+00:00,2025-04-02 01:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,59.98,µg/m³,2025-04-01 19:00:00+00:00,2025-04-02 02:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,50.4,µg/m³,2025-04-01 20:00:00+00:00,2025-04-02 03:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,44.18,µg/m³,2025-04-01 21:00:00+00:00,2025-04-02 04:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,44.09,µg/m³,2025-04-01 22:00:00+00:00,2025-04-02 05:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,42.37,µg/m³,2025-04-01 23:00:00+00:00,2025-04-02 06:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,46.54,µg/m³,2025-04-02 00:00:00+00:00,2025-04-02 07:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,48.33,µg/m³,2025-04-02 01:00:00+00:00,2025-04-02 08:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,45.75,µg/m³,2025-04-02 02:00:00+00:00,2025-04-02 09:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,52.08,µg/m³,2025-04-02 03:00:00+00:00,2025-04-02 10:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,54.86,µg/m³,2025-04-02 04:00:00+00:00,2025-04-02 11:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,57.88,µg/m³,2025-04-02 05:00:00+00:00,2025-04-02 12:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,47.8,µg/m³,2025-04-02 06:00:00+00:00,2025-04-02 13:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,50.19,µg/m³,2025-04-02 07:00:00+00:00,2025-04-02 14:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,60.67,µg/m³,2025-04-02 08:00:00+00:00,2025-04-02 15:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,52.0,µg/m³,2025-04-02 09:00:00+00:00,2025-04-02 16:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,44.03,µg/m³,2025-04-02 10:00:00+00:00,2025-04-02 17:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,40.98,µg/m³,2025-04-02 11:00:00+00:00,2025-04-02 18:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,44.29,µg/m³,2025-04-02 12:00:00+00:00,2025-04-02 19:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,42.87,µg/m³,2025-04-02 13:00:00+00:00,2025-04-02 20:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
2161292,"Số 46, phố Lưu Quang Vũ",pm25,46.37,µg/m³,2025-04-02 14:00:00+00:00,2025-04-02 21:00:00+07:00,Asia/Bangkok,21.0152,105.7999,VN,False,True,Unknown Governmental Organization,Hanoi Air Quality Monitoring Network
